文件名,背景颜色(Background),相机高度(Height),总面积占比(Area_Ratio),累积灰度密度(IOD),最大聚集块面积(Max_Cluster),大块占比(Core_Ratio),Wear_Level
White_0 (236).jpg,White,0 (236),0.077626,10904147,5340,0.811881,2
White_0 (237).jpg,White,0 (237),0.065998,9548955,3892,0.714307,2
White_0 (238).jpg,White,0 (238),0.074242,10611292,3789,0.748381,2
White_0 (239).jpg,White,0 (239),0.081813,11914341,3863,0.777013,2
White_0 (24).jpg,White,0 (24),0.028802,4558066,2139,0.743294,1
White_0 (240).jpg,White,0 (240),0.087923,12889341,4043,0.804505,2
White_0 (241).jpg,White,0 (241),0.086239,12540342,3283,0.791703,2
White_0 (242).jpg,White,0 (242),0.086965,12777848,3654,0.784758,2
White_0 (243).jpg,White,0 (243),0.090497,13295550,3457,0.792091,2
White_0 (244).jpg,White,0 (244),0.073231,10632670,3725,0.717099,2
White_0 (245).jpg,White,0 (245),0.05342,6568154,2013,0.650695,1
White_0 (246).jpg,White,0 (246),0.045048,5445331,2067,0.61834,1
White_0 (247).jpg,White,0 (247),0.035854,4387659,1672,0.539509,0
White_0 (248).jpg,White,0 (248),0.030908,4148291,1515,0.487625,0
White_0 (249).jpg,White,0 (249),0.027382,3565397,1400,0.46911,0
White_0 (25).jpg,White,0 (25),0.0332,5291866,2579,0.779031,1
White_0 (250).jpg,White,0 (250),0.037155,5078492,1395,0.556305,0
White_0 (251).jpg,White,0 (251),0.044057,6065473,2820,0.625668,1
White_0 (252).jpg,White,0 (252),0.050579,7089905,3478,0.672845,1
White_0 (253).jpg,White,0 (253),0.053681,7620502,3505,0.690067,1
White_0 (254).jpg,White,0 (254),0.060224,7529779,2928,0.728929,1
White_0 (255).jpg,White,0 (255),0.063413,8028088,2981,0.742099,2
White_0 (256).jpg,White,0 (256),0.065044,8243303,2836,0.739311,2
White_0 (257).jpg,White,0 (257),0.068729,8874004,2829,0.731943,2
White_0 (258).jpg,White,0 (258),0.07009,9156515,2725,0.731914,2
White_0 (259).jpg,White,0 (259),0.07847,10356946,2729,0.764996,2
White_0 (26).jpg,White,0 (26),0.039118,6228017,2600,0.783168,1
White_0 (260).jpg,White,0 (260),0.063798,8049085,2742,0.751616,2
White_0 (261).jpg,White,0 (261),0.058409,7272131,2041,0.713543,1
White_0 (262).jpg,White,0 (262),0.048383,5915135,2196,0.6451,1
White_0 (263).jpg,White,0 (263),0.057977,7488846,2287,0.689306,1
White_0 (264).jpg,White,0 (264),0.062091,8204752,2360,0.702148,1
White_0 (265).jpg,White,0 (265),0.065824,8733764,2548,0.712428,2
White_0 (266).jpg,White,0 (266),0.069804,9192828,3008,0.726617,2
White_0 (267).jpg,White,0 (267),0.07175,9624540,2837,0.737255,2
White_0 (268).jpg,White,0 (268),0.074819,10034778,3249,0.744188,2
White_0 (269).jpg,White,0 (269),0.078366,10514664,2859,0.750048,2
White_0 (27).jpg,White,0 (27),0.049734,7913625,2806,0.821752,1
White_0 (270).jpg,White,0 (270),0.064361,9484760,3178,0.705993,2
White_0 (271).jpg,White,0 (271),0.052681,7691562,3053,0.679965,1
White_0 (272).jpg,White,0 (272),0.042262,6023021,3358,0.652674,1
White_0 (273).jpg,White,0 (273),0.035291,5073117,3319,0.596729,0
White_0 (274).jpg,White,0 (274),0.023771,3214280,1329,0.516912,0
White_0 (275).jpg,White,0 (275),0.017061,2237264,1192,0.450741,0
White_0 (276).jpg,White,0 (276),0.028099,4106728,4488,0.688678,1
White_0 (277).jpg,White,0 (277),0.036062,5384009,3770,0.712592,1
White_0 (278).jpg,White,0 (278),0.044124,6600224,3561,0.766531,1
White_0 (279).jpg,White,0 (279),0.049962,7598725,3760,0.778478,1
White_0 (28).jpg,White,0 (28),0.0535,8609531,2533,0.820549,2
White_0 (280).jpg,White,0 (280),0.05253,8060687,3486,0.773507,1
White_0 (281).jpg,White,0 (281),0.059262,8939240,3682,0.781236,2
White_0 (282).jpg,White,0 (282),0.063729,9654401,4376,0.789488,2
White_0 (283).jpg,White,0 (283),0.06934,10424169,3397,0.810607,2
White_0 (284).jpg,White,0 (284),0.077426,11631933,3372,0.816652,2
White_0 (285).jpg,White,0 (285),0.080585,12149695,4571,0.821159,2
White_0 (286).jpg,White,0 (286),0.083798,12611892,3256,0.82575,2
White_0 (287).jpg,White,0 (287),0.084288,12701659,4455,0.82379,2
White_0 (288).jpg,White,0 (288),0.088401,13389356,3252,0.826918,2
White_0 (289).jpg,White,0 (289),0.088512,13308158,3140,0.820909,2
White_0 (29).jpg,White,0 (29),0.012727,1734021,1184,0.529457,0
White_0 (290).jpg,White,0 (290),0.070876,10748775,4083,0.774614,2
White_0 (291).jpg,White,0 (291),0.049051,6984665,1845,0.663378,1
White_0 (292).jpg,White,0 (292),0.02946,3933896,2020,0.510755,0
White_0 (293).jpg,White,0 (293),0.040803,5701657,3514,0.648362,1
White_0 (294).jpg,White,0 (294),0.042803,6202085,3505,0.651608,1
White_0 (295).jpg,White,0 (295),0.049118,7311343,3205,0.703603,1
White_0 (296).jpg,White,0 (296),0.053913,8068008,2893,0.732319,1
White_0 (297).jpg,White,0 (297),0.058618,8899072,3678,0.754322,2
White_0 (298).jpg,White,0 (298),0.062708,9566648,3304,0.768238,2
White_0 (299).jpg,White,0 (299),0.064701,9764927,3991,0.774971,2
White_0 (3).jpg,White,0 (3),0.021942,3355917,4076,0.721541,1
White_0 (30).jpg,White,0 (30),0.009475,1223735,1076,0.543633,0
White_0 (300).jpg,White,0 (300),0.066373,10026675,2808,0.801501,2
White_0 (301).jpg,White,0 (301),0.071283,10821465,3940,0.806253,2
White_0 (302).jpg,White,0 (302),0.07148,10903644,3836,0.807153,2
White_0 (303).jpg,White,0 (303),0.071583,10882854,3569,0.796805,2
White_0 (304).jpg,White,0 (304),0.08024,11959903,3577,0.834751,2
White_0 (305).jpg,White,0 (305),0.079169,11952309,3619,0.806214,2
White_0 (306).jpg,White,0 (306),0.08383,12742977,3565,0.807761,2
White_0 (307).jpg,White,0 (307),0.087087,13174358,2958,0.81298,2
White_0 (308).jpg,White,0 (308),0.089641,13444106,3547,0.807052,2
White_0 (309).jpg,White,0 (309),0.090884,13617643,2698,0.801765,2
White_0 (31).jpg,White,0 (31),0.009467,1353823,2857,0.621203,0
White_0 (310).jpg,White,0 (310),0.079366,11801046,2969,0.758846,2
White_0 (311).jpg,White,0 (311),0.056929,8223947,2783,0.680555,1
White_0 (312).jpg,White,0 (312),0.050485,7022416,3008,0.608184,1
White_0 (313).jpg,White,0 (313),0.053184,7518051,3863,0.65671,1
White_0 (314).jpg,White,0 (314),0.059319,8413194,5645,0.692123,1
White_0 (315).jpg,White,0 (315),0.059745,8617118,5568,0.707125,2
White_0 (316).jpg,White,0 (316),0.066272,9370822,5671,0.738359,2
White_0 (317).jpg,White,0 (317),0.071668,10542161,5491,0.73824,2
White_0 (318).jpg,White,0 (318),0.074642,11029866,5514,0.754863,2
White_0 (319).jpg,White,0 (319),0.057358,8263197,2937,0.668432,1
White_0 (32).jpg,White,0 (32),0.017974,2586710,2768,0.710112,1
White_0 (320).jpg,White,0 (320),0.042048,5813519,2444,0.591675,1
White_0 (321).jpg,White,0 (321),0.030193,4016039,1800,0.491662,0
White_0 (322).jpg,White,0 (322),0.04023,5838561,2035,0.604326,1
White_0 (323).jpg,White,0 (323),0.043703,6467340,3705,0.631775,1
White_0 (324).jpg,White,0 (324),0.04773,7212533,3226,0.649905,1
White_0 (325).jpg,White,0 (325),0.05195,7509999,3719,0.709464,1
White_0 (326).jpg,White,0 (326),0.054361,8049217,3018,0.697918,1
White_0 (327).jpg,White,0 (327),0.060734,8903250,3686,0.717269,2
White_0 (328).jpg,White,0 (328),0.064436,9611976,2837,0.741092,2
White_0 (329).jpg,White,0 (329),0.067155,10032439,3542,0.750961,2
White_0 (33).jpg,White,0 (33),0.011719,1601782,744,0.526944,0
White_0 (330).jpg,White,0 (330),0.066711,9869848,2931,0.73395,2
White_0 (331).jpg,White,0 (331),0.074442,11089329,2452,0.762105,2
White_0 (332).jpg,White,0 (332),0.079096,11561856,3598,0.768928,2
White_0 (333).jpg,White,0 (333),0.078554,11561524,2323,0.753256,2
White_0 (334).jpg,White,0 (334),0.081066,12103524,3634,0.763552,2
White_0 (335).jpg,White,0 (335),0.065856,9653447,3133,0.709011,2
White_0 (336).jpg,White,0 (336),0.055898,7951228,4747,0.660552,1
White_0 (337).jpg,White,0 (337),0.048848,6914357,2978,0.583145,1
White_0 (338).jpg,White,0 (338),0.033416,4570385,1723,0.497727,0
White_0 (339).jpg,White,0 (339),0.02959,4080487,1842,0.498753,0
White_0 (34).jpg,White,0 (34),0.020207,3006592,3366,0.693819,1
White_0 (340).jpg,White,0 (340),0.039145,5846683,2086,0.60647,1
White_0 (341).jpg,White,0 (341),0.047114,7158038,3829,0.670129,1
White_0 (342).jpg,White,0 (342),0.053957,8053265,3800,0.715788,1
White_0 (343).jpg,White,0 (343),0.060073,8956375,3756,0.723371,2
White_0 (344).jpg,White,0 (344),0.065079,9831435,3995,0.735715,2
White_0 (345).jpg,White,0 (345),0.065753,9948576,4873,0.736575,2
White_0 (346).jpg,White,0 (346),0.070339,10589968,4848,0.756633,2
White_0 (347).jpg,White,0 (347),0.079952,12222560,3952,0.774198,2
White_0 (348).jpg,White,0 (348),0.060336,9121814,5118,0.752041,2
White_0 (349).jpg,White,0 (349),0.042681,6456872,2960,0.685344,1
White_0 (35).jpg,White,0 (35),0.018601,2663225,1689,0.669019,0
White_0 (350).jpg,White,0 (350),0.049133,7323672,4850,0.724785,1
White_0 (351).jpg,White,0 (351),0.057725,8759774,4971,0.747307,2
White_0 (352).jpg,White,0 (352),0.057212,8573430,4738,0.744931,2
White_0 (353).jpg,White,0 (353),0.064206,9767129,4503,0.761729,2
White_0 (354).jpg,White,0 (354),0.076276,11551108,7826,0.802066,2
White_0 (355).jpg,White,0 (355),0.084314,12802815,8014,0.815273,2
White_0 (356).jpg,White,0 (356),0.062673,9527563,4478,0.739002,2
White_0 (357).jpg,White,0 (357),0.043537,6425990,3644,0.650284,1
White_0 (358).jpg,White,0 (358),0.032249,4612944,1501,0.561791,0
White_0 (359).jpg,White,0 (359),0.024185,3530424,1503,0.544843,0
White_0 (36).jpg,White,0 (36),0.032191,4965836,7899,0.765935,1
White_0 (360).jpg,White,0 (360),0.037548,5618546,2607,0.705554,1
White_0 (361).jpg,White,0 (361),0.043455,6571898,2527,0.726104,1
White_0 (362).jpg,White,0 (362),0.050906,7754107,3154,0.748076,1
White_0 (363).jpg,White,0 (363),0.058956,8921385,4250,0.790555,2
White_0 (364).jpg,White,0 (364),0.06102,9329493,4135,0.797158,2
White_0 (365).jpg,White,0 (365),0.069184,10504811,4290,0.80665,2
White_0 (366).jpg,White,0 (366),0.074205,11344511,4075,0.818781,2
White_0 (367).jpg,White,0 (367),0.057664,8746383,4192,0.755377,2
White_0 (368).jpg,White,0 (368),0.044484,6583403,2688,0.697214,1
White_0 (369).jpg,White,0 (369),0.040685,5935655,2691,0.693399,1
White_0 (37).jpg,White,0 (37),0.038952,6241283,8008,0.790155,1
White_0 (370).jpg,White,0 (370),0.047074,7104232,4676,0.721988,1
White_0 (371).jpg,White,0 (371),0.054851,8406769,5182,0.767106,2
White_0 (372).jpg,White,0 (372),0.062252,9584276,4565,0.77581,2
White_0 (373).jpg,White,0 (373),0.064859,9966440,4852,0.775956,2
White_0 (374).jpg,White,0 (374),0.048985,7346780,3753,0.716469,1
White_0 (375).jpg,White,0 (375),0.036064,5187134,1666,0.623883,1
White_0 (376).jpg,White,0 (376),0.03079,4411964,1568,0.591345,0
White_0 (377).jpg,White,0 (377),0.043057,6549241,3694,0.713465,1
White_0 (378).jpg,White,0 (378),0.052798,8019597,3879,0.758852,1
White_0 (379).jpg,White,0 (379),0.058178,9049635,5047,0.768991,2
White_0 (38).jpg,White,0 (38),0.02409,3657041,4477,0.682717,1
White_0 (380).jpg,White,0 (380),0.064268,10099666,3732,0.790272,2
White_0 (381).jpg,White,0 (381),0.076839,12116897,4388,0.826492,2
White_0 (382).jpg,White,0 (382),0.080814,12501582,4255,0.813609,2
White_0 (383).jpg,White,0 (383),0.086338,13298714,3755,0.818309,2
White_0 (384).jpg,White,0 (384),0.06915,10398814,2897,0.785843,2
White_0 (385).jpg,White,0 (385),0.047355,6887453,2893,0.676275,1
White_0 (386).jpg,White,0 (386),0.030416,4173153,674,0.546538,0
White_0 (387).jpg,White,0 (387),0.028994,3983224,800,0.525392,0
White_0 (388).jpg,White,0 (388),0.043391,6284615,3171,0.704669,1
White_0 (389).jpg,White,0 (389),0.047232,7017608,3332,0.693813,1
White_0 (39).jpg,White,0 (39),0.036953,5772599,4341,0.755638,1
White_0 (390).jpg,White,0 (390),0.051123,7677405,3039,0.713892,1
White_0 (391).jpg,White,0 (391),0.06327,9599019,8508,0.785028,2
White_0 (392).jpg,White,0 (392),0.064084,9774689,3255,0.780952,2
White_0 (393).jpg,White,0 (393),0.074676,11735528,4288,0.804943,2
White_0 (394).jpg,White,0 (394),0.075975,11778194,3583,0.798512,2
White_0 (395).jpg,White,0 (395),0.085524,13397973,5682,0.833061,2
White_0 (396).jpg,White,0 (396),0.089826,13765000,5614,0.854658,2
White_0 (397).jpg,White,0 (397),0.069474,10684035,3861,0.797382,2
White_0 (398).jpg,White,0 (398),0.059897,8946535,3395,0.750983,2
White_0 (399).jpg,White,0 (399),0.053318,7964580,3482,0.712524,1
White_0 (4).jpg,White,0 (4),0.019285,2930369,2049,0.667023,0
White_0 (40).jpg,White,0 (40),0.041441,6430775,4346,0.758955,1
White_0 (400).jpg,White,0 (400),0.041773,5950902,3174,0.63715,1
White_0 (401).jpg,White,0 (401),0.03554,4915846,1750,0.591867,0
White_0 (402).jpg,White,0 (402),0.0465,6475621,1796,0.704508,1
White_0 (403).jpg,White,0 (403),0.054064,7843792,4397,0.726984,1
White_0 (404).jpg,White,0 (404),0.060122,9028045,4358,0.742257,2
White_0 (405).jpg,White,0 (405),0.063802,9636368,4327,0.763537,2
White_0 (406).jpg,White,0 (406),0.0127,2081369,2301,0.787765,1
White_0 (407).jpg,White,0 (407),0.020566,3248897,2236,0.778622,1
White_0 (408).jpg,White,0 (408),0.025369,4053737,2245,0.786142,1
White_0 (409).jpg,White,0 (409),0.03633,5788836,3810,0.835882,1
White_0 (41).jpg,White,0 (41),0.053329,8212194,4298,0.787316,1
White_0 (410).jpg,White,0 (410),0.048971,7939186,3620,0.851281,1
White_0 (411).jpg,White,0 (411),0.059475,9618094,5337,0.867,2
White_0 (412).jpg,White,0 (412),0.066026,10633683,5448,0.87811,2
White_0 (413).jpg,White,0 (413),0.072068,11588694,4957,0.886371,2
White_0 (414).jpg,White,0 (414),0.076051,12338758,5189,0.890297,2
White_0 (415).jpg,White,0 (415),0.080883,12952304,6252,0.905154,2
White_0 (416).jpg,White,0 (416),0.080348,13027491,5645,0.888115,2
White_0 (417).jpg,White,0 (417),0.064264,10263293,4628,0.866224,2
White_0 (418).jpg,White,0 (418),0.050578,7955276,4330,0.845172,2
White_0 (419).jpg,White,0 (419),0.035242,5222878,2229,0.74953,1
White_0 (42).jpg,White,0 (42),0.033614,4846950,1973,0.651086,1
White_0 (420).jpg,White,0 (420),0.019709,2808810,1921,0.621119,0
White_0 (421).jpg,White,0 (421),0.014505,1950785,1000,0.579144,0
White_0 (422).jpg,White,0 (422),0.025285,3662117,4915,0.719049,1
White_0 (423).jpg,White,0 (423),0.035193,5290686,4798,0.775113,1
White_0 (424).jpg,White,0 (424),0.025201,3879451,5273,0.790398,1
White_0 (425).jpg,White,0 (425),0.054684,8547453,7034,0.843979,2
White_0 (426).jpg,White,0 (426),0.059068,9251048,6897,0.847493,2
White_0 (427).jpg,White,0 (427),0.063533,10026910,7237,0.862037,2
White_0 (428).jpg,White,0 (428),0.069102,10769312,7067,0.871067,2
White_0 (429).jpg,White,0 (429),0.075286,12019316,7418,0.874957,2
White_0 (43).jpg,White,0 (43),0.028768,4037128,2844,0.589032,0
White_0 (430).jpg,White,0 (430),0.077247,12286814,7243,0.881305,2
White_0 (431).jpg,White,0 (431),0.082207,13137194,6788,0.890763,2
White_0 (432).jpg,White,0 (432),0.088989,14109731,6904,0.893698,2
White_0 (433).jpg,White,0 (433),0.093148,14840852,6861,0.88838,2
White_0 (434).jpg,White,0 (434),0.094478,15020815,6763,0.887494,2
White_0 (435).jpg,White,0 (435),0.099408,15942102,7014,0.891479,2
White_0 (436).jpg,White,0 (436),0.097712,15179389,4070,0.863078,2
White_0 (437).jpg,White,0 (437),0.069765,10991723,3844,0.841481,2
White_0 (438).jpg,White,0 (438),0.060881,9440912,3908,0.813984,2
White_0 (439).jpg,White,0 (439),0.042758,6454547,3967,0.750647,1
White_0 (44).jpg,White,0 (44),0.022756,3067353,2182,0.500715,0
White_0 (440).jpg,White,0 (440),0.02927,4234381,2534,0.656905,1
White_0 (441).jpg,White,0 (441),0.021875,2937576,639,0.525248,0
White_0 (442).jpg,White,0 (442),0.015461,2150959,640,0.544529,0
White_0 (443).jpg,White,0 (443),0.025674,3896711,3621,0.664807,1
White_0 (444).jpg,White,0 (444),0.036899,5749092,4690,0.748397,1
White_0 (445).jpg,White,0 (445),0.047661,7730998,3563,0.791435,1
White_0 (446).jpg,White,0 (446),0.052979,8293279,3689,0.803052,2
White_0 (447).jpg,White,0 (447),0.058014,9144976,3531,0.813433,2
White_0 (448).jpg,White,0 (448),0.063179,10173822,5240,0.833322,2
White_0 (449).jpg,White,0 (449),0.068662,10939876,4975,0.845336,2
White_0 (45).jpg,White,0 (45),0.030996,4445097,2389,0.622103,0
White_0 (450).jpg,White,0 (450),0.076347,12036881,5185,0.855346,2
White_0 (451).jpg,White,0 (451),0.055788,8652666,4281,0.793014,2
White_0 (452).jpg,White,0 (452),0.041503,5989143,2712,0.672514,1
White_0 (453).jpg,White,0 (453),0.032326,4614870,3085,0.619932,0
White_0 (454).jpg,White,0 (454),0.043619,6584737,5209,0.707878,1
White_0 (455).jpg,White,0 (455),0.051813,8082747,9551,0.765555,1
White_0 (456).jpg,White,0 (456),0.056768,8865345,9504,0.788998,2
White_0 (457).jpg,White,0 (457),0.060916,9605036,9411,0.799519,2
White_0 (458).jpg,White,0 (458),0.063299,9772277,9672,0.817008,2
White_0 (459).jpg,White,0 (459),0.04635,6795509,8446,0.700744,1
White_0 (46).jpg,White,0 (46),0.031079,4458532,2118,0.632253,0
White_0 (460).jpg,White,0 (460),0.041532,5933727,2921,0.642805,1
White_0 (461).jpg,White,0 (461),0.046388,6786887,4201,0.678791,1
White_0 (462).jpg,White,0 (462),0.051202,7675805,4232,0.715288,1
White_0 (463).jpg,White,0 (463),0.056206,8503551,4389,0.732447,1
White_0 (464).jpg,White,0 (464),0.060839,9263988,4684,0.775794,2
White_0 (465).jpg,White,0 (465),0.063713,9804680,4590,0.777581,2
White_0 (466).jpg,White,0 (466),0.047904,7155331,4985,0.719534,1
White_0 (467).jpg,White,0 (467),0.037228,5438143,3161,0.657903,1
White_0 (468).jpg,White,0 (468),0.05428,8148155,6864,0.759535,1
White_0 (469).jpg,White,0 (469),0.0587,8956528,7506,0.773541,2
White_0 (47).jpg,White,0 (47),0.044677,6730072,4664,0.718245,1
White_0 (470).jpg,White,0 (470),0.070729,11072723,8282,0.840758,2
White_0 (471).jpg,White,0 (471),0.073076,11234800,7085,0.822843,2
White_0 (472).jpg,White,0 (472),0.077151,11997801,6852,0.833057,2
White_0 (473).jpg,White,0 (473),0.082398,13119012,6643,0.835682,2
White_0 (474).jpg,White,0 (474),0.087337,13748449,6624,0.839955,2
White_0 (475).jpg,White,0 (475),0.078632,12146793,4605,0.811873,2
White_0 (476).jpg,White,0 (476),0.053561,7918164,2987,0.707285,1
White_0 (477).jpg,White,0 (477),0.040253,5943285,3040,0.694881,1
White_0 (478).jpg,White,0 (478),0.05091,7587890,6849,0.737228,1
White_0 (479).jpg,White,0 (479),0.064411,9975693,5007,0.796533,2
White_0 (48).jpg,White,0 (48),0.049191,7472679,4651,0.752371,1
White_0 (480).jpg,White,0 (480),0.073459,11318341,4841,0.814018,2
White_0 (481).jpg,White,0 (481),0.060363,9110065,4214,0.740702,2
White_0 (482).jpg,White,0 (482),0.048912,7139932,3116,0.682499,1
White_0 (483).jpg,White,0 (483),0.060178,8940417,5935,0.704309,2
White_0 (484).jpg,White,0 (484),0.065428,9659322,5975,0.735597,2
White_0 (485).jpg,White,0 (485),0.071291,10679241,5860,0.763995,2
White_0 (486).jpg,White,0 (486),0.080203,12156338,5971,0.777352,2
White_0 (487).jpg,White,0 (487),0.08938,13606388,5826,0.797931,2
White_0 (488).jpg,White,0 (488),0.098615,15155265,4249,0.840368,2
White_0 (489).jpg,White,0 (489),0.102687,15575231,6772,0.81953,2
White_0 (49).jpg,White,0 (49),0.056387,8697262,5077,0.765212,2
White_0 (490).jpg,White,0 (490),0.103193,15841471,6720,0.825579,2
White_0 (491).jpg,White,0 (491),0.105334,16067202,6634,0.829093,2
White_0 (492).jpg,White,0 (492),0.083775,12889167,7054,0.802155,2
White_0 (493).jpg,White,0 (493),0.062331,9376748,3325,0.737031,2
White_0 (494).jpg,White,0 (494),0.037777,5534263,3530,0.672842,1
White_0 (495).jpg,White,0 (495),0.032411,4764622,2303,0.659223,1
White_0 (496).jpg,White,0 (496),0.029019,4433234,3166,0.662765,1
White_0 (497).jpg,White,0 (497),0.018009,2579972,2965,0.623787,0
White_0 (498).jpg,White,0 (498),0.009319,1202992,418,0.364928,0
White_0 (499).jpg,White,0 (499),0.007651,984277,334,0.36704,0
White_0 (5).jpg,White,0 (5),0.013248,1729635,979,0.453764,0
White_0 (50).jpg,White,0 (50),0.06213,9545024,5148,0.794583,2
White_0 (500).jpg,White,0 (500),0.003596,456333,342,0.277007,0
White_0 (51).jpg,White,0 (51),0.045173,6716018,2282,0.719056,1
White_0 (52).jpg,White,0 (52),0.042363,6110063,2955,0.67663,1
White_0 (53).jpg,White,0 (53),0.030398,4171399,1362,0.563127,0
White_0 (54).jpg,White,0 (54),0.025506,3359576,1065,0.527865,0
White_0 (55).jpg,White,0 (55),0.023556,2997999,756,0.46718,0
White_0 (56).jpg,White,0 (56),0.019647,2563715,634,0.499144,0
White_0 (57).jpg,White,0 (57),0.016328,2126440,802,0.520534,0
White_0 (58).jpg,White,0 (58),0.011731,1496888,538,0.477292,0
White_0 (59).jpg,White,0 (59),0.010525,1339758,572,0.437938,0
White_0 (6).jpg,White,0 (6),0.020518,2877437,1871,0.655244,0
White_0 (60).jpg,White,0 (60),0.009271,1204443,563,0.46243,0
White_0 (61).jpg,White,0 (61),0.007358,928431,668,0.501548,0
White_0 (62).jpg,White,0 (62),0.005975,761565,408,0.445251,0
White_0 (63).jpg,White,0 (63),0.016618,2607498,4191,0.712439,1
White_0 (64).jpg,White,0 (64),0.036108,5620011,4389,0.788833,1
White_0 (65).jpg,White,0 (65),0.047469,7309117,4174,0.801404,1
White_0 (66).jpg,White,0 (66),0.059127,9241796,4313,0.80606,2
White_0 (67).jpg,White,0 (67),0.044403,6696039,4782,0.809198,1
White_0 (68).jpg,White,0 (68),0.035219,5153493,2821,0.74752,1
White_0 (69).jpg,White,0 (69),0.02512,3475412,1625,0.627144,0
White_0 (7).jpg,White,0 (7),0.033371,5264704,2982,0.762868,1
White_0 (70).jpg,White,0 (70),0.018927,2429162,1064,0.50215,0
White_0 (71).jpg,White,0 (71),0.015079,1928126,758,0.506152,0
White_0 (72).jpg,White,0 (72),0.012577,1642960,598,0.504184,0
White_0 (73).jpg,White,0 (73),0.00908,1178728,334,0.381214,0
White_0 (74).jpg,White,0 (74),0.006272,769356,352,0.347924,0
White_0 (75).jpg,White,0 (75),0.011088,1454540,684,0.526666,0
White_0 (76).jpg,White,0 (76),0.022899,3195030,2430,0.679113,1
White_0 (77).jpg,White,0 (77),0.03283,4940109,4756,0.739523,1
White_0 (78).jpg,White,0 (78),0.041555,6467529,4775,0.758806,1
White_0 (79).jpg,White,0 (79),0.04622,7076970,4737,0.743873,1
White_0 (8).jpg,White,0 (8),0.041519,6395360,2679,0.780054,1
White_0 (80).jpg,White,0 (80),0.050571,7667899,4633,0.756104,1
White_0 (81).jpg,White,0 (81),0.034021,4876147,1989,0.658768,1
White_0 (82).jpg,White,0 (82),0.031252,4330158,1110,0.623915,0
White_0 (83).jpg,White,0 (83),0.022008,3056254,1062,0.611152,0
White_0 (84).jpg,White,0 (84),0.018864,2571889,966,0.59189,0
White_0 (85).jpg,White,0 (85),0.012879,1622341,1013,0.43424,0
White_0 (86).jpg,White,0 (86),0.009032,1067762,334,0.311749,0
White_0 (87).jpg,White,0 (87),0.006808,812681,336,0.303156,0
White_0 (88).jpg,White,0 (88),0.006321,751036,319,0.258541,0
White_0 (89).jpg,White,0 (89),0.004557,523866,254,0.232143,0
White_0 (9).jpg,White,0 (9),0.04525,7268420,3010,0.783679,1
White_0 (90).jpg,White,0 (90),0.014717,2323055,1788,0.682814,0
White_0 (91).jpg,White,0 (91),0.022599,3637467,1629,0.735296,1
White_0 (92).jpg,White,0 (92),0.028998,4631805,4164,0.761796,1
White_0 (93).jpg,White,0 (93),0.034164,5565045,3557,0.776218,1
White_0 (94).jpg,White,0 (94),0.041768,6776013,3574,0.79243,1
White_0 (95).jpg,White,0 (95),0.046229,7380458,3538,0.789907,1
White_0 (96).jpg,White,0 (96),0.046979,7494140,3568,0.777947,1
White_0 (97).jpg,White,0 (97),0.050634,8078230,3378,0.780345,1
White_0 (98).jpg,White,0 (98),0.053049,8362611,3093,0.770832,1
White_0 (99).jpg,White,0 (99),0.057477,9084710,3849,0.765249,2
Yellow_0 (1).jpg,Yellow,0 (1),0.058189,10693352,2235,0.755869,2
Yellow_0 (10).jpg,Yellow,0 (10),0.034092,6267302,2881,0.717114,1
Yellow_0 (100).jpg,Yellow,0 (100),0.031159,5759938,2505,0.654687,1
Yellow_0 (101).jpg,Yellow,0 (101),0.040831,7480076,2507,0.700053,1
Yellow_0 (102).jpg,Yellow,0 (102),0.040636,7522489,2458,0.69717,1
Yellow_0 (103).jpg,Yellow,0 (103),0.047044,8803476,2437,0.706661,1
Yellow_0 (104).jpg,Yellow,0 (104),0.052284,9533400,2331,0.728692,1
Yellow_0 (105).jpg,Yellow,0 (105),0.021374,3912638,1753,0.654381,0
Yellow_0 (106).jpg,Yellow,0 (106),0.025259,4687631,1733,0.68637,1
Yellow_0 (107).jpg,Yellow,0 (107),0.031263,5792277,1922,0.731501,1
Yellow_0 (108).jpg,Yellow,0 (108),0.037132,6966000,4522,0.752374,1
Yellow_0 (109).jpg,Yellow,0 (109),0.040506,7619452,4684,0.757193,1
Yellow_0 (11).jpg,Yellow,0 (11),0.048294,8864433,7919,0.761436,1
Yellow_0 (110).jpg,Yellow,0 (110),0.057564,10902364,4707,0.791484,2
Yellow_0 (111).jpg,Yellow,0 (111),0.036944,6818165,3622,0.711848,1
Yellow_0 (112).jpg,Yellow,0 (112),0.048304,9129342,3620,0.742772,1
Yellow_0 (113).jpg,Yellow,0 (113),0.05528,10595874,3547,0.760315,2
Yellow_0 (114).jpg,Yellow,0 (114),0.060167,11344393,3429,0.773922,2
Yellow_0 (115).jpg,Yellow,0 (115),0.044304,8379273,3587,0.737112,1
Yellow_0 (116).jpg,Yellow,0 (116),0.020809,3737513,792,0.593962,0
Yellow_0 (117).jpg,Yellow,0 (117),0.032466,6040982,3105,0.676816,1
Yellow_0 (118).jpg,Yellow,0 (118),0.040053,7631949,3273,0.711673,1
Yellow_0 (119).jpg,Yellow,0 (119),0.020668,3417278,1097,0.612348,0
Yellow_0 (12).jpg,Yellow,0 (12),0.053122,9920631,7878,0.781952,2
Yellow_0 (120).jpg,Yellow,0 (120),0.027697,4863777,3235,0.715075,1
